,Traffic Report ID,Published Date,Issue Reported,Location,Latitude,Longitude,Address,Status,Status Date-Time,Published Date as Integer
3649,2185EEAE0B746393E7C71EC27AD3763D60A2F37F_1509195082000,10/28/2017 05:51:00 PM +0000,Stalled Vehicle,"(30.454814,-97.791258)",30.454814,-97.791258,Pond Springs Rd & N Us 183 Hwy Svrd Nb,ARCHIVED,10/28/2017 06:00:00 PM +0000,20171028
3650,226E8783740869EA2C293750EC704DBCBD281B71_1509233242000,10/29/2017 04:27:00 AM +0000,COLLISION WITH INJURY,"(30.268767,-97.894675)",30.268767,-97.894675,9338-9744 SOUTHWEST PKWY,ARCHIVED,10/29/2017 04:35:00 AM +0000,20171029
3651,2314A350E505EC7C79579F94AD8C46B42631A2E8_1509286065000,10/29/2017 07:07:00 PM +0000,Crash Urgent,"(30.456121,-97.791555)",30.456121,-97.791555,13681 N US 183 HWY SVRD NB,ARCHIVED,10/29/2017 08:00:00 PM +0000,20171029
3652,233393C4B1323936F055066EC565931ADF738732_1509192803000,10/28/2017 05:13:00 PM +0000,Crash Urgent,"(30.271854,-97.732256)",30.271854,-97.732256,1200 N Ih 35 Nb,ARCHIVED,10/28/2017 08:20:00 PM +0000,20171028
3653,2498F82D9EF95FDBAF6BCD60718DA6D0EC842EF9_1509230121000,10/29/2017 03:35:00 AM +0000,Crash Urgent,"(30.328916,-97.678749)",30.328916,-97.678749,1000-2409 E Anderson Ln Eb,ARCHIVED,10/29/2017 04:10:00 AM +0000,20171029
3654,26174F32DC06A3A1DA63F599279723A15BE2A422_1509233801000,10/29/2017 04:36:00 AM +0000,Crash Service,"(30.229444,-97.890863)",30.229444,-97.890863,8000 W Us 290 Hwy,ARCHIVED,10/29/2017 05:20:00 AM +0000,20171029
3655,2664C206999E7419517EE39E177797576A52201B_1509230319000,10/29/2017 03:38:00 AM +0000,Traffic Hazard,"(30.263643,-97.747703)",30.263643,-97.747703,Guadalupe St & S 1st St,ARCHIVED,10/29/2017 04:20:00 AM +0000,20171029
3656,26CED0B5EA2B6F3C8B1E5090A6CDBDFAE5A6F853_1509299723000,10/29/2017 10:55:00 PM +0000,Crash Urgent,"(30.257584,-97.760151)",30.257584,-97.760151,S Lamar Blvd & Juliet St,ARCHIVED,10/30/2017 12:30:00 AM +0000,20171029
3657,26E3DE7668EB5A544AC71628C27A124C14C01688_1509268410000,10/29/2017 02:13:00 PM +0000,Traffic Hazard,"(30.190861,-97.770268)",30.190861,-97.770268,6500 S Ih 35 Sb,ARCHIVED,10/29/2017 02:45:00 PM +0000,20171029
3658,271A92C8C03D12989A64D4E36F56EA59DB86ADAC_1509202133000,10/28/2017 07:48:00 PM +0000,TRFC HAZD/ DEBRIS,"(30.378277,-97.955651)",30.378277,-97.955651,AGUA VISTA & STEWART RD,ARCHIVED,10/28/2017 08:05:00 PM +0000,20171028
3659,27B37CBCD1DA7B04F8F78C990FE964C5804E0506_1509292924000,10/29/2017 09:02:00 PM +0000,Stalled Vehicle,"(30.253728,-97.808916)",30.253728,-97.808916,3000 S Capital Of Texas Hwy Nb,ARCHIVED,10/29/2017 09:10:00 PM +0000,20171029
3660,28658E19C983F1DBD02CD4E94FC3EBE9BBB4F46B_1509326788000,10/30/2017 06:26:00 AM +0000,Crash Urgent,"(30.206565,-97.789714)",30.206565,-97.789714,Sahara Ave & Emerald Forest Dr,ARCHIVED,10/30/2017 06:55:00 AM +0000,20171030
3661,295B34E196D4A5637E47907A4A8A4E8B3D79B22E_1509301037000,10/29/2017 11:17:00 PM +0000,COLLISION WITH INJURY,"(30.117754,-97.695274)",30.117754,-97.695274,9212 S Us 183 Hwy,ARCHIVED,10/30/2017 12:00:00 AM +0000,20171029
3662,2972171F9CF6653AA953426952B5FFD2535D14A3_1509174398000,10/28/2017 12:06:00 PM +0000,Traffic Hazard,"(30.246982,-97.735208)",30.246982,-97.735208,1100 S Ih 35 Sb,ARCHIVED,10/28/2017 12:40:00 PM +0000,20171028
3663,297BEB01DD21C5A2AAD009DA6ABB91D4BC0FDC6D_1509214855000,10/28/2017 11:20:00 PM +0000,Traffic Hazard,"(30.224267,-97.770882)",30.224267,-97.770882,S 1st St & Radam Ln,ARCHIVED,10/28/2017 11:40:00 PM +0000,20171028
3664,297BEB01DD21C5A2AAD009DA6ABB91D4BC0FDC6D_1509298861000,10/29/2017 10:41:00 PM +0000,Crash Urgent,"(30.304425,-97.741431)",30.304425,-97.741431,W 38th St & West Ave,ARCHIVED,10/29/2017 11:35:00 PM +0000,20171029
3665,29EA1EE6C8971D4AE9C0516A4CD4D561801E0861_1509195219000,10/28/2017 05:53:00 PM +0000,Crash Urgent,"(30.241344,-97.757976)",30.241344,-97.757976,Durwood St & W Oltorf St,ARCHIVED,10/28/2017 06:35:00 PM +0000,20171028
3666,2A100E2577BD2530D28348706140A86FC8A29C95_1509323910000,10/30/2017 05:38:00 AM +0000,Traffic Hazard,"(30.278511,-97.729078)",30.278511,-97.729078,E Martin Luther King Jr Blvd & N Ih 35 Svrd Nb,ARCHIVED,10/30/2017 06:40:00 AM +0000,20171030
3667,2B348A807FBA80C79943FFD86758097907A6AF79_1509208892000,10/28/2017 09:41:00 PM +0000,Traffic Hazard,"(30.431032,-97.670341)",30.431032,-97.670341,14100 N Ih 35 Sb,ARCHIVED,10/28/2017 09:55:00 PM +0000,20171028
3668,2B9A620B52D24FBDC2B34FB350A34367AF53F3C8_1509291486000,10/29/2017 08:38:00 PM +0000,Crash Urgent,"(30.225657,-97.724293)",30.225657,-97.724293,Wickersham Ln & E Oltorf St,ARCHIVED,10/29/2017 10:10:00 PM +0000,20171029
3669,3080EDC43095A62CA115FB1E030B1C71D54F59F1_1509185866000,10/28/2017 03:17:00 PM +0000,Crash Service,"(30.318902,-97.697831)",30.318902,-97.697831,6106 CAMERON RD,ARCHIVED,10/28/2017 04:30:00 PM +0000,20171028
3670,30B601F0CBE127B082649FE6FCD93FA86C798107_1509212313000,10/28/2017 10:38:00 PM +0000,Traffic Impediment,"(30.424670,-97.713002)",30.42467,-97.713002,3800-3818 W Parmer Ln,ARCHIVED,10/28/2017 10:55:00 PM +0000,20171028
3671,348E495881EF4526FE8E38DBA4CEAA49B829B8B2_1509315862000,10/30/2017 03:24:00 AM +0000,Crash Urgent,"(30.401785,-97.679166)",30.401785,-97.679166,N Lamar Blvd & W Yager Ln,ARCHIVED,10/30/2017 04:05:00 AM +0000,20171030
3672,39E54A158CBD072006F00EDDBF9A12712457328D_1509200451000,10/28/2017 07:20:00 PM +0000,Crash Service,"(30.244942,-97.734590)",30.244942,-97.73459,1301 S Ih 35 Svrd Nb,ARCHIVED,10/28/2017 08:10:00 PM +0000,20171028
3673,3C19EB2961D9D449E857615C28AA47615562BC87_1509208513000,10/28/2017 09:35:00 PM +0000,Traffic Hazard,"(30.193914,-97.745100)",30.193914,-97.7451,4501-4605 E STASSNEY LN,ARCHIVED,10/28/2017 10:15:00 PM +0000,20171028
3674,3C4840CF1E3A9541B48135F0467D4846DF6E2781_1509296789000,10/29/2017 10:06:00 PM +0000,Crash Urgent,"(30.167070,-97.786925)",30.16707,-97.786925,W Slaughter Ln & S Ih 35 Svrd Sb,ARCHIVED,10/29/2017 10:55:00 PM +0000,20171029
3675,3CA192BD7558780793444F73366C58D60C9D7775_1509210649000,10/28/2017 10:10:00 PM +0000,Traffic Hazard,"(30.383910,-97.742120)",30.38391,-97.74212,9300 Research Blvd Nb,ARCHIVED,10/28/2017 10:45:00 PM +0000,20171028
3676,3DF3ED126BD3802D1882C44E909E6AB09BE0E40E_1509183798000,10/28/2017 02:43:00 PM +0000,COLLISION WITH INJURY,"(30.424279,-97.382245)",30.424279,-97.382245,16300-17625 S SH 95,ARCHIVED,10/28/2017 05:40:00 PM +0000,20171028
3677,3DF3ED126BD3802D1882C44E909E6AB09BE0E40E_1509269385000,10/29/2017 02:29:00 PM +0000,TRFC HAZD/ DEBRIS,"(30.174092,-97.650770)",30.174092,-97.65077,5400-blk S Fm 973 Rd,ARCHIVED,10/29/2017 02:40:00 PM +0000,20171029
3678,3E1E61F0C7BC52AAF4202832A9788BAC887502CF_1509321576000,10/30/2017 04:59:00 AM +0000,Stalled Vehicle,"(30.424757,-97.713578)",30.424757,-97.713578,W Parmer Ln & Amherst Dr,ARCHIVED,10/30/2017 05:15:00 AM +0000,20171030
3679,3E536CDE7E36C3398F011315FC5D7D2BEF1A5A56_1509199313000,10/28/2017 07:01:00 PM +0000,Crash Urgent,"(30.443538,-97.833105)",30.443538,-97.833105,N Fm 620 Rd & Boulder Ln,ARCHIVED,10/28/2017 07:10:00 PM +0000,20171028
3680,3E536CDE7E36C3398F011315FC5D7D2BEF1A5A56_1509281593000,10/29/2017 05:53:00 PM +0000,Crash Urgent,"(30.286035,-97.708016)",30.286035,-97.708016,3400 Banton Rd,ARCHIVED,10/29/2017 06:15:00 PM +0000,20171029
3681,3E725F21E3E5E4ADFAF228515EF082F80352DBD8_1509284638000,10/29/2017 06:43:00 PM +0000,Traffic Hazard,"(30.434316,-97.731763)",30.434316,-97.731763,Legendary Dr & W Parmer Ln,ARCHIVED,10/29/2017 07:00:00 PM +0000,20171029
3682,3ECABDEBF8352E919131B46CFEBCFD6963486998_1509306508000,10/30/2017 12:48:00 AM +0000,COLLISN/ LVNG SCN,"(30.454558,-97.556839)",30.454558,-97.556839,Kelly Ln & Weiss Ln,ARCHIVED,10/30/2017 03:40:00 AM +0000,20171030
3683,4014984AE002772806FD76FD8F19529EFD966875_1509245576000,10/29/2017 07:52:00 AM +0000,Crash Service,"(30.266437,-97.740734)",30.266437,-97.740734,San Jacinto Blvd & E 5th St,ARCHIVED,10/29/2017 10:15:00 AM +0000,20171029
3684,40570BC3E140B11532CB51ECA6BAF4BABB0F1933_1509323505000,10/30/2017 05:31:00 AM +0000,Crash Service,"(30.231446,-97.742653)",30.231446,-97.742653,2500 S Ih 35 Sb,ARCHIVED,10/30/2017 05:40:00 AM +0000,20171030
3685,40585EC15B057D126F7B2DE41802C6AAE9FDB17E_1509187076000,10/28/2017 03:37:00 PM +0000,Crash Urgent,"(30.249142,-97.735679)",30.249142,-97.735679,900 S Ih 35 Sb,ARCHIVED,10/28/2017 04:45:00 PM +0000,20171028
3686,40B4EFAAA821A3B5B1282B8C60E1B82C3B05BAAE_1509302087000,10/29/2017 11:34:00 PM +0000,Traffic Impediment,"(30.249842,-97.894342)",30.249842,-97.894342,6600-6824 Covered Bridge Dr,ARCHIVED,10/30/2017 12:10:00 AM +0000,20171029
3687,416F8F6E105370E7B9D0FD983141F00B613477F8_1509299279000,10/29/2017 10:47:00 PM +0000,Crash Urgent,"(30.260915,-97.713716)",30.260915,-97.713716,E 7th St & Pedernales St,ARCHIVED,10/29/2017 11:50:00 PM +0000,20171029
3688,440F13F2FFE7800AE87431F50EDB70AA51E49FDE_1509227289000,10/29/2017 02:48:00 AM +0000,Traffic Hazard,"(30.310322,-97.709991)",30.310322,-97.709991,5200 N Ih 35 Sb,ARCHIVED,10/29/2017 03:25:00 AM +0000,20171029
3689,45B2AFB1F1CF4D14987CE1DFB6DFB52281D8D288_1509305019000,10/30/2017 12:23:00 AM +0000,Traffic Hazard,"(30.351622,-97.733657)",30.351622,-97.733657,7528 Burnet Rd,ARCHIVED,10/30/2017 01:55:00 AM +0000,20171030
3690,45C800A971308142CF8A4D13C844F04A91099693_1509197867000,10/28/2017 06:37:00 PM +0000,Traffic Hazard,"(30.417809,-97.675516)",30.417809,-97.675516,13212 N Lamar Blvd,ARCHIVED,10/28/2017 07:40:00 PM +0000,20171028
3691,45C800A971308142CF8A4D13C844F04A91099693_1509279925000,10/29/2017 05:25:00 PM +0000,Crash Service,"(30.213998,-97.830319)",30.213998,-97.830319,6900 Brodie Ln,ARCHIVED,10/29/2017 07:10:00 PM +0000,20171029
3692,45CE120FEAA2C1A2BB53DB6C8FB833E58D6BB661_1509206977000,10/28/2017 09:09:00 PM +0000,Crash Urgent,"(30.400350,-97.745746)",30.40035,-97.745746,10211-11149 Research Blvd Nb,ARCHIVED,10/28/2017 10:00:00 PM +0000,20171028
3693,474C2648302BEC1C0561BB62F769F3D4D8A1FB90_1509290413000,10/29/2017 08:20:00 PM +0000,COLLISION WITH INJURY,"(30.370180,-97.933190)",30.37018,-97.93319,DEBBA DR & RED FOX RD,ARCHIVED,10/29/2017 09:25:00 PM +0000,20171029
3694,4758520F4C2D237EA28E5E67F237DE4D96276C85_1509203713000,10/28/2017 08:15:00 PM +0000,Crash Service,"(30.321443,-97.755833)",30.321443,-97.755833,2908-2910 W 45th St,ARCHIVED,10/28/2017 10:00:00 PM +0000,20171028
3695,487F7249133F47E44B4A80CF2A0CBAD298B56967_1509218510000,10/29/2017 12:21:00 AM +0000,Crash Service,"(30.377116,-97.658838)",30.377116,-97.658838,11712 Dessau Rd,ARCHIVED,10/29/2017 01:50:00 AM +0000,20171029
3696,489DCA93167BD2001E600DF2F5B762E4622CECC9_1509284677000,10/29/2017 06:44:00 PM +0000,COLLISION WITH INJURY,"(30.302123,-97.931497)",30.302123,-97.931497,12400 W Sh 71,ARCHIVED,10/29/2017 06:50:00 PM +0000,20171029
3697,49AE64F7FD1D3F88BBA01CFDF9CFBF9A68886037_1509206387000,10/28/2017 08:59:00 PM +0000,Crash Service,"(30.298214,-97.719294)",30.298214,-97.719294,1000 E 41st St,ARCHIVED,10/28/2017 09:50:00 PM +0000,20171028
3698,49AE64F7FD1D3F88BBA01CFDF9CFBF9A68886037_1509288450000,10/29/2017 07:47:00 PM +0000,Traffic Hazard,"(30.326190,-97.755968)",30.32619,-97.755968,4800 N MOPAC EXPY SB,ARCHIVED,10/29/2017 08:20:00 PM +0000,20171029
3699,4A6C39763AD109EB75CE31C1EBFD53A0E883EE68_1509275337000,10/29/2017 04:08:00 PM +0000,Traffic Hazard,"(30.220487,-97.687528)",30.220487,-97.687528,7900-8010 E Ben White Blvd Wb,ARCHIVED,10/29/2017 04:30:00 PM +0000,20171029
3700,4D027DAD69409A84F289016DAC695616B78DDE20_1509244362000,10/29/2017 07:32:00 AM +0000,TRFC HAZD/ DEBRIS,"(30.314124,-97.613237)",30.314124,-97.613237,8800 DECKER LN,ARCHIVED,10/29/2017 07:50:00 AM +0000,20171029
3701,4D37D1E69194BA0504A4AFEDF2DB73267B6584D4_1509236271000,10/29/2017 05:17:00 AM +0000,Crash Service,"(30.231368,-97.725365)",30.231368,-97.725365,2200 S Pleasant Valley Rd,ARCHIVED,10/29/2017 05:45:00 AM +0000,20171029
3702,4DD7E5DD0410798A96A8F2E380DFE07581D5174B_1509277165000,10/29/2017 04:39:00 PM +0000,Crash Service,"(30.295666,-97.682034)",30.295666,-97.682034,3108 E 51st St,ARCHIVED,10/29/2017 09:00:00 PM +0000,20171029
3703,4FD8BFB78D5291EB809D0BEAB33ACF4AE505E1DF_1509304897000,10/30/2017 12:21:00 AM +0000,Traffic Hazard,"(30.328408,-97.705412)",30.328408,-97.705412,6411-6817 N Ih 35 Svrd Nb,ARCHIVED,10/30/2017 12:45:00 AM +0000,20171030
3704,509F6CCBC5A85A0D07F32BFF32186163BA8301B8_1509305948000,10/30/2017 12:39:00 AM +0000,Traffic Impediment,"(30.230917,-97.844905)",30.230917,-97.844905,Cana Cv & Westcreek Dr,ARCHIVED,10/30/2017 01:00:00 AM +0000,20171030
3705,510DB8CCD12118CF88A7C860B741BD61530AEF0C_1509191202000,10/28/2017 04:46:00 PM +0000,Crash Service,"(30.205060,-97.816594)",30.20506,-97.816594,2700-2721 Bryonhall Dr,ARCHIVED,10/28/2017 06:00:00 PM +0000,20171028
3706,5275AA6E7680CE5BA67569B23119BDA775D6C41F_1509162595000,10/28/2017 08:49:00 AM +0000,Crash Urgent,"(30.266885,-97.670719)",30.266885,-97.670719,3206 Ed Bluestein Blvd Sb,ARCHIVED,10/28/2017 09:15:00 AM +0000,20171028
3707,53F705150A47E61A16E4050C440B0B7A7DFD53D4_1509198586000,10/28/2017 06:49:00 PM +0000,Crash Urgent,"(30.343846,-97.752301)",30.343846,-97.752301,5900-6500 N Mopac Expy Sb,ARCHIVED,10/28/2017 08:25:00 PM +0000,20171028
3708,541F30BE722D676339223F392B3E9B48DF7DD529_1509278386000,10/29/2017 04:59:00 PM +0000,Crash Service,"(30.258970,-97.751738)",30.25897,-97.751738,600-819 Barton Springs Rd,ARCHIVED,10/29/2017 06:55:00 PM +0000,20171029
3709,544A5EF3B7270812304152163F0749EC895E665C_1509230351000,10/29/2017 03:39:00 AM +0000,Crash Service,"(30.394660,-97.706750)",30.39466,-97.70675,11511 Metric Blvd,ARCHIVED,10/29/2017 04:40:00 AM +0000,20171029
3710,54C1792C99A96A96A2881600F0CCE1D81061E8B8_1509290332000,10/29/2017 08:18:00 PM +0000,Crash Service,"(30.242779,-97.692056)",30.242779,-97.692056,Clovis St & Montopolis Dr,ARCHIVED,10/29/2017 09:15:00 PM +0000,20171029
3711,57F65C30B490154C57284B8041B201206D440751_1509204217000,10/28/2017 08:23:00 PM +0000,Traffic Hazard,"(30.430929,-97.670180)",30.430929,-97.67018,14100 N Ih 35 Nb,ARCHIVED,10/28/2017 08:45:00 PM +0000,20171028
3712,584ECC77DAA8F08488FD96DA8F4DBF91E2378EFF_1509190660000,10/28/2017 04:37:00 PM +0000,TRFC HAZD/ DEBRIS,"(30.271661,-97.796432)",30.271661,-97.796432,2900-3115 Bee Caves Rd,ARCHIVED,10/28/2017 04:50:00 PM +0000,20171028
3713,584ECC77DAA8F08488FD96DA8F4DBF91E2378EFF_1509279210000,10/29/2017 05:13:00 PM +0000,COLLISION WITH INJURY,"(30.225883,-97.822745)",30.225883,-97.822745,HOME DEPOT BLVD & BRODIE LN,ARCHIVED,10/29/2017 07:10:00 PM +0000,20171029
3714,5AFB66D46A7F6FBC33EC1F7241E719290BAEF02C_1509316964000,10/30/2017 03:42:00 AM +0000,COLLISION,"(30.229497,-97.682959)",30.229497,-97.682959,900-blk Bastrop Hwy Nb,ARCHIVED,10/30/2017 04:00:00 AM +0000,20171030
3715,5BF575DEDE587691D854C1B985EFF29701C35FCA_1509200601000,10/28/2017 07:23:00 PM +0000,Crash Service,"(30.365552,-97.717789)",30.365552,-97.717789,1812 Payton Gin Rd,ARCHIVED,10/28/2017 10:55:00 PM +0000,20171028
3716,5BF575DEDE587691D854C1B985EFF29701C35FCA_1509283242000,10/29/2017 06:20:00 PM +0000,Traffic Hazard,"(30.190256,-97.770106)",30.190256,-97.770106,E William Cannon Dr & S Ih 35 Svrd Nb,ARCHIVED,10/29/2017 06:45:00 PM +0000,20171029
3717,5DBADC80815BB1554E48667C816D8628F6B80541_1509198239000,10/28/2017 06:43:00 PM +0000,Traffic Hazard,"(30.336023,-97.702255)",30.336023,-97.702255,7500 N Ih 35 Sb,ARCHIVED,10/28/2017 07:15:00 PM +0000,20171028
3718,5E777B99E8FD7269347B6E0FC10C15797B83CF22_1509202988000,10/28/2017 08:03:00 PM +0000,Crash Service,"(30.325781,-97.695006)",30.325781,-97.695006,1212 Westheimer Dr,ARCHIVED,10/28/2017 09:00:00 PM +0000,20171028
3719,6077AD2B372D5A152DE8191D73E3E4480C620035_1509217784000,10/29/2017 12:09:00 AM +0000,Traffic Hazard,"(30.213009,-97.856355)",30.213009,-97.856355,7900 S Mopac Expy Sb,ARCHIVED,10/29/2017 12:55:00 AM +0000,20171029
3720,60C037CD2766209C22955EA85025834483170CC4_1509239141000,10/29/2017 06:05:00 AM +0000,Crash Urgent,"(30.242211,-97.741504)",30.242211,-97.741504,Kenwood Ave & Fairmount Ave,ARCHIVED,10/29/2017 08:00:00 AM +0000,20171029
3721,3D8B7075E3B02061ACE488C27AEA4180BFF090A7_1518170499000,02/09/2018 04:01:00 PM +0000,LOOSE LIVESTOCK,"(30.390417,-98.072032)",30.390417,-98.072032,2505-blk S PACE BEND RD,ARCHIVED,02/10/2018 01:00:00 AM +0000,20180209
3722,3DEFC7562611DA865D801E506DCA4F9DE6AAC674_1518230714000,02/10/2018 08:45:00 AM +0000,Traffic Hazard,"(30.444009,-97.668190)",30.444009,-97.66819,15022-15034 N Ih 35 Svrd Sb,ARCHIVED,02/10/2018 03:30:00 PM +0000,20180210
3723,3DF20AD9D649B34D5986F1AB1A82FA77830A3D14_1518184024000,02/09/2018 07:47:00 PM +0000,Traffic Impediment,"(30.309338,-97.762836)",30.309338,-97.762836,2700 Warren St,ARCHIVED,02/10/2018 01:55:00 AM +0000,20180209
3724,3DF20AD9D649B34D5986F1AB1A82FA77830A3D14_1518451279000,02/12/2018 10:01:00 PM +0000,Crash Urgent,"(30.275640,-97.731093)",30.27564,-97.731093,N IH 35 NB & E 12TH TO IH 35 NB RAMP,ARCHIVED,02/13/2018 04:15:00 AM +0000,20180212
3725,3E725F21E3E5E4ADFAF228515EF082F80352DBD8_1518534936000,02/13/2018 09:15:00 PM +0000,Traffic Hazard,"(30.318030,-97.756009)",30.31803,-97.756009,3651-4311 N Mopac Expy Nb,ARCHIVED,02/14/2018 03:30:00 AM +0000,20180213
3726,5C82821CE203B916B7D33378F9E30009649E9E90_1518614159000,02/14/2018 07:15:00 PM +0000,Traffic Hazard,"(30.355996,-97.783124)",30.355996,-97.783124,5015-5032 FM 2222 RD,ARCHIVED,02/15/2018 01:25:00 AM +0000,20180214
3727,5CAA47A3E35D5C847E2666A8F9C82C5287640E40_1517356937000,01/31/2018 06:02:00 AM +0000,COLLISION,"(30.212243,-97.967696)",30.212243,-97.967696,W Us 290 Hwy & Signal Hill Dr,ARCHIVED,01/31/2018 12:35:00 PM +0000,20180131
3728,5CB97D4F03F917B5DCE1B3F99B1EB647FF58DA7F_1517396377000,01/31/2018 04:59:00 PM +0000,Crash Service,"(30.220758,-97.794068)",30.220758,-97.794068,Jentsch Ct & Manchaca Rd,ARCHIVED,01/31/2018 11:45:00 PM +0000,20180131
3729,5CB97D4F03F917B5DCE1B3F99B1EB647FF58DA7F_1517512198000,02/02/2018 01:09:00 AM +0000,COLLISION WITH INJURY,"(30.390300,-97.522960)",30.3903,-97.52296,15420 N Fm 973 Rd,ARCHIVED,02/02/2018 07:30:00 AM +0000,20180202
3730,618DCDFB0CD9AE4481164961C4796DD8E3930C8D_1512492372000,12/05/2017 10:46:00 PM +0000,Crash Service,"(30.381932,-97.686374)",30.381932,-97.686374,W Braker Ln & N Lamar Blvd,ARCHIVED,12/05/2017 11:15:00 PM +0000,20171205
3731,09E9D2D3DB71BE93CB1D32B0F8546E56F5B68685_1515407316000,01/08/2018 04:28:00 PM +0000,Traffic Hazard,"(30.186425,-97.758893)",30.186425,-97.758893,E William Cannon Dr & Stonleigh Pl,ARCHIVED,01/08/2018 05:00:00 PM +0000,20180108
3732,09E9D2D3DB71BE93CB1D32B0F8546E56F5B68685_1516015066000,01/15/2018 05:17:00 PM +0000,Traffic Impediment,"(30.298567,-97.623247)",30.298567,-97.623247,7311 Decker Ln,ARCHIVED,01/15/2018 11:30:00 PM +0000,20180115
3733,09F8DF3C750BF6D2D367D1934CF0488F4576DBCD_1512473051000,12/05/2017 05:24:00 PM +0000,Traffic Hazard,"(30.357070,-97.688638)",30.35707,-97.688638,9200 N Ih 35 Nb,ARCHIVED,12/05/2017 05:55:00 PM +0000,20171205
3734,233393C4B1323936F055066EC565931ADF738732_1517053616000,01/27/2018 05:46:00 PM +0000,Crash Urgent,"(30.171921,-97.783038)",30.171921,-97.783038,8500 S Ih 35 Sb,ARCHIVED,01/28/2018 12:40:00 AM +0000,20180127
3735,238379312CE0582D796B45F42AD3E6310A2F2F8A_1514397239000,12/27/2017 11:53:00 PM +0000,Crash Service,"(30.419022,-97.702220)",30.419022,-97.70222,2514 W PARMER LN,ARCHIVED,12/28/2017 01:15:00 AM +0000,20171227
3736,238379312CE0582D796B45F42AD3E6310A2F2F8A_1514479277000,12/28/2017 10:41:00 PM +0000,Crash Urgent,"(30.223683,-97.763448)",30.223683,-97.763448,3900-3909 S Congress Ave,ARCHIVED,12/28/2017 10:50:00 PM +0000,20171228
3737,23A63310B8E95A3702B44B2F22F3248DE1561E88_1512921010000,12/10/2017 09:50:00 PM +0000,Crash Service,"(30.260911,-97.711088)",30.260911,-97.711088,2706 Gonzales St,ARCHIVED,12/10/2017 10:25:00 PM +0000,20171210
3738,23A63310B8E95A3702B44B2F22F3248DE1561E88_1513350625000,12/15/2017 09:10:00 PM +0000,Traffic Hazard,"(30.186429,-97.759062)",30.186429,-97.759062,2015-2283 E William Cannon Dr,ARCHIVED,12/15/2017 09:35:00 PM +0000,20171215
3739,23A63310B8E95A3702B44B2F22F3248DE1561E88_1516724804000,01/23/2018 10:26:00 PM +0000,Crash Urgent,"(30.258382,-97.750067)",30.258382,-97.750067,S 1st St & Barton Springs Rd,ARCHIVED,01/24/2018 05:45:00 AM +0000,20180123
3740,3EF7538B0F216C80090141B725F27B3D0767A38C_1518520732000,02/13/2018 05:18:00 PM +0000,Traffic Hazard,"(30.151212,-97.791650)",30.151212,-97.79165,10019-10299 S Ih 35 Svrd Nb,ARCHIVED,02/13/2018 11:40:00 PM +0000,20180213
3741,3F15B9957ADE0433FC133BEDE90851E29476E9B9_1518462070000,02/13/2018 01:01:00 AM +0000,Traffic Hazard,"(30.475996,-97.764637)",30.475996,-97.764637,N Fm 620 Rd Nb & W Parmer Ln,ARCHIVED,02/13/2018 07:15:00 AM +0000,20180213
3742,3FC863D5EBE3F2A780C3D0ACB17F37294D4FD0A2_1518198372000,02/09/2018 11:46:00 PM +0000,Stalled Vehicle,"(30.210716,-97.713199)",30.210716,-97.713199,3101 - 3217 MONTOPOLIS DR,ARCHIVED,02/10/2018 07:00:00 AM +0000,20180209
3743,401A71AFFC7E0682EE781768CE2BB2DEE29319E9_1518590248000,02/14/2018 12:37:00 PM +0000,Traffic Hazard,"(30.412207,-97.673734)",30.412207,-97.673734,12900 N Ih 35 Nb,ARCHIVED,02/14/2018 07:00:00 PM +0000,20180214
3744,408B04556E4F7BC96957053A04E25A32AEFD920E_1518622108000,02/14/2018 09:28:00 PM +0000,Traffic Hazard,"(30.263449,-97.735382)",30.263449,-97.735382,71-321 N Ih 35 Nb,ARCHIVED,02/15/2018 03:45:00 AM +0000,20180214
3745,40AB990FE3765C7FC587B00F93D9632B78FE7EE9_1518604763000,02/14/2018 04:39:00 PM +0000,COLLISION,"(30.082812,-97.693374)",30.082812,-97.693374,10788-10798 S Us 183 Hwy Sb,ARCHIVED,02/14/2018 11:00:00 PM +0000,20180214
3746,09F8DF3C750BF6D2D367D1934CF0488F4576DBCD_1513258648000,12/14/2017 07:37:00 PM +0000,Crash Urgent,"(30.347235,-97.712741)",30.347235,-97.712741,7800 Research Blvd Svrd Sb,ARCHIVED,12/14/2017 09:25:00 PM +0000,20171214
3747,09F8DF3C750BF6D2D367D1934CF0488F4576DBCD_1513946174000,12/22/2017 06:36:00 PM +0000,Crash Service,"(30.360051,-97.691793)",30.360051,-97.691793,310 E RUNDBERG LN,ARCHIVED,12/22/2017 08:45:00 PM +0000,20171222
3748,09F8DF3C750BF6D2D367D1934CF0488F4576DBCD_1514037885000,12/23/2017 08:04:00 PM +0000,Traffic Hazard,"(30.347547,-97.713117)",30.347547,-97.713117,N Lamar Blvd Svrd Sb & Research Blvd Svrd Sb,ARCHIVED,12/23/2017 08:40:00 PM +0000,20171223
3749,09F8DF3C750BF6D2D367D1934CF0488F4576DBCD_1516110621000,01/16/2018 07:50:00 PM +0000,Traffic Hazard,"(30.265082,-97.784819)",30.265082,-97.784819,1000 S MOPAC EXPY SB,ARCHIVED,01/17/2018 02:15:00 AM +0000,20180116
